Formality,Informativeness,Sentence
6,6,Mr. Ramesh fretted that India's growth would be stunted if the country could not exploit its own natural resources.
5,5,Mr. Ramesh said 70 percent of India's iron ore lay in states infiltrated by Maoists; production in this area is stalled at 16 million tons a year even though the area has the potential to produce 100 million tons.
4,4,"Mr Scholar returned to the Treasury after the 2007 on-off Election fiasco, and public-relations mogul Stephen Carter took over as head of strategy."
3,3,"Mr Thomson said: 'Everybody else has moved into the Middle East market, from Marks & Spencer to Next, and it is strange that they haven't got a presence there."
6,6,"Mr. Tsvangirai, however, hinted at compromise when he spoke to the media after the troika visited him at his offices."
5,5,Mr. Tsvangirai is the leader of the Movement for Democratic Change (MDC) party.
6,6,"""Mr. Yee denies the charges against him and intends to vigorously contest them,"" said Yee's lawyer, Michael Celio, a partner at Keker & Van Nest in San Francisco."
5,5,Ms Hands is moving out of the frontline to a new combined Downing Street and Foreign Office role on Afghanistan.
6,6,"Ms Sheriff, who moves to Downing Street tomorrow, was fourth choice for the high-profile head of news job."
4,4,"Ms. Tymoshenko, one of the leading candidates, and her bitter rival, President Viktor A. Yushchenko, who is far behind in polls in his bid for re-election, both sought to make clear that they were aggressively addressing the outbreak."
6,6,"""Much of the ductal carcinoma in situ diagnosed will never surface clinically. Therefore it constitutes overdiagnosis - that is, you are diagnosing something that would not have become an issue."""
5,5,"Murray and Cantwell described him as an ""asset to his community, friends and family,"" and like Hastings, asked that immigration authorities give Chaudhry full consideration in his request for citizenship."
3,3,"""My mistake was I should have gotten an independent audit of that laboratory once a year or at least twice a year. But you learn from those mistakes."""
6,6,"""My opinion was that we should talk about human rights ourselves,"" he writes."
5,5,"""My own sense is not to be pushy or in any way be disrespectful. While I have held other positions that have required leadership, my style isn't to run for the lights and for center stage."""
4,4,"""My village Town Hall built with a huge sum of money has been swallowed,"" he said."
3,3,"""My whole family is heartbroken also. Just remember, there are two sides of the story; I miss them as well."""
3,3,"Nathan Ballard, Newsom's spokesman, said the mayor - who has been campaigning around the state and country for months - feels he has unfinished business at City Hall."
5,5,"""Nato operations have destroyed a lot of equipment belonging to poor fishermen... they illegally transfer the fishermen to their own prisons and prisons of other [foreign] countries."""
6,6,"Nealey, who claimed 46 percent of the vote against Bill Grant in the 2008 general election, says he's willing and able to work with Democrats if elected."
4,4,"Nearby, sinkholes in the arid soil of his property are growing longer and deeper every year."
5,5,Nearly 387 years after his demise here comes an editor who claims to have removed anomalies from Goswami Tulsidas's magnum opus 'Ramcharitmanas'.
4,4,"Nearly 95,000 people who fled during those two earlier storms were still housed in temporary shelters when Mirinae struck, the national disaster agency said."
6,6,"Neither Derr nor Costello has run for office before, but both cite leadership experience running their own firms."
6,6,"Netanyahu has proposed limiting building for now to some 3,000 settler homes already approved by Israel in the West Bank."
6,6,"Netanyahu's coalition, including pro-settler groups, does not believe Abbas is strong enough to deliver Israel security in any deal."
3,3,"NETWORK Ten is planning to ""rest"" its flagging show Rove before a major overhaul that may turn it into a Hey Hey It's Saturday-style variety program."
4,4,"Nevertheless, some observers said it appeared that some of the region's response tactics - specifically communication among jurisdictions and agencies - had improved since 2007."
5,5,Newly re-elected German Chancellor Angela Merkel was among the dignitaries who attended Saturday's reunion.
4,4,"New prime minister Gordon Brown announces third review of reclassification, claiming public concern over stronger varieties of skunk."
5,5,"New research conducted by analysts Fujitsu Consulting and seen by The Sunday Telegraph has concluded that the number of people who default on their mortgage payments will almost double from 25,000 today to 40,000 by the end of 2010."
5,5,"Newsom based his entire platform for governor on his track record in San Francisco, and some of his colleagues said he often painted the city's fortunes as rosier than they really are so he could contrast them with Sacramento."
6,6,"Newsom became the first to announce his candidacy for governor earlier this year, using Twitter to break the news."
3,3,Newsom has never been one to ask people for money.
3,3,Newsom has often been criticized for relishing sweeping proposals while not paying attention to the nuts and bolts of running a city.
4,4,Newsom said as much in the statement he released Friday:
3,3,Newsom's colleagues at City Hall were surprised by Friday's news.
4,4,"Newsom, who famously broke state law when he married same-sex couples in 2004 and promoted the nation's first universal health care program, was sidelined for months from appearing much before the local press and coming up with the controversial initiatives he adores."
5,5,News reports from the western part of the country said there were long lines at pharmacies as people sought medication and masks.
6,6,"New unemployment numbers due out next Friday are expected to show U.S. employers cut 175,000 jobs in October, according to economists polled by Reuters."
4,4,Next to say no was a national newspaper political editor with close personal and political connections to Mr Brown.
5,5,Nichols broke Meyer's record for career passing yards earlier this season.
6,6,Nichols connected with Tony Davis on a 25-yard touchdown pass midway through the third quarter to tie the record of 84 previously held by Nichols' predecessor Erik Meyer.
4,4,Nick Tausch kicked field goals from 16 and 23 yards and set a Notre Dame record with 14 consecutive field goals without a miss.
6,6,NINETEEN partygoers were taken to hospital with serious injuries after a balcony collapsed at a Halloween party in Perth last night.
6,6,"Nobel Prize- winning economist Joseph Stiglitz said yesterday that emerging economies including China need to guard against ""bubbles"" caused by the surge in liquidity as governments around the world try to stimulate growth."
4,4,"No bodies have been found in the debris field, and the mission is still considered search and rescue, not search and recovery, Coast Guard Petty Officer 2nd Class Jetta Disco said Saturday morning."
4,4,"""Nobody rational could possibly want a government based on any other type of policy-making."""
4,4,"""No modern state can accept attacks on state institutions, even when the state is wrong."""
4,4,"None of these risks for the state are written in stone, as the various versions of the federal legislation compete for votes."
5,5,"""No one's going to hire anybody until they have to, so it's a very tough environment for households,"" said Joshua Shapiro, chief U.S. economist at Maria Fiorini Ramirez Inc., a New York forecasting firm."
5,5,No race or gender was determined for the others.
6,6,"""No steel structure is completely free of imperfections,"" Heminger said."
5,5,"Not far from his nursery, the wrecked frame of a building testified to the effects of a car bomb, but amid his trees Mr. Abbas was serene."
2,2,'Nothing has changed'
4,4,"Nothing in the federal legislation would prohibit states from using their own money to go beyond the federal standards, according to the aides' analysis, and that could help make up the difference."
3,3,Notre Dame has had the opposite problem.
5,5,"Notre Dame will play its future offsite home games in Texas, Florida or New York."
4,4,"Not so in Iraq, where Arreola was instantly thrust into the deadly ""Fallujah triangle"" near the height of the Iraqi insurgency."
2,2,"Not sure she knows her way around an engine, but King - who most recently ran the bus system's PR division - sure knows the political byways of the East Bay."
3,3,Not that he is bothered.
5,5,Now a doctor who undertook a second post-mortem examination on behalf of the family believes she has found evidence that Mr Hampton did not die by his own hands.
6,6,"""Now, economic growth is no substitute for job growth,"" Obama stressed in his radio address."
4,4,"""Now he only comes two times a month because he has too much work."""
3,3,"""Now he's asking $100 to come two times a month."""
5,5,"Now, Operation Green Hunt portends more confrontation."
5,5,Now state officials are working to make sure the federal proposals don't undermine the state's pioneering system - and that Massachusetts isn't penalized financially for being first.
5,5,"Now the 70-year-old retired cadre is being denounced by some as a liar and a traitor, accused of spilling state secrets and disrupting Chinese harmony."
3,3,"Now, the country he served is kicking him out."
5,5,"Now, violence is frequent, if unpredictable, like the ambush near the village of Laheri, in Maharashtra State, carried out by the Maoists on Oct. 8."
5,5,"Nutt accused the former home secretary, Jacqui Smith, of ""distorting and devaluing"" scientific research."
5,5,"Nutt has argued that all drugs, including alcohol and tobacco, should be ranked by a ""harm"" index, with alcohol coming fifth behind cocaine, heroin, barbiturates and methadone."
6,6,Nutt has become increasingly frustrated at the government's decision to ignore the evidence provided by the council.
6,6,Nutt is forced to resign by home secretary Alan Johnson after claiming that evidence on drug harm was being distorted and that the issue had been politicised.
5,5,Nutt's supporters say his comments were consistent with his argument that drugs policy should be evidence-based.
4,4,Nutt told the Observer he had received hundreds of messages of support and had been contacted by several members of the council.
6,6,"Obama himself, after persuading Abbas in September to meet new Israeli Prime Minister Benjamin Netanyahu, called only for ""restraint"" in settlement, not the ""freeze"" he initially spoke of."
4,4,Obama said overall the stimulus had created or saved more than one million jobs.
4,4,"Obama said steps taken by his administration to jump-start the economy, including the stimulus package of spending and tax cuts, had helped ""blunt the worst of this recession."""
2,2,"""Obviously, I've already kind of talked about the yards already this year being something more important to me later in life,"" Nichols said."
5,5,October was the deadliest month of the war for U.S. forces with at least 57 American deaths.
3,3,"""Of course,"" he said."
6,6,"Officer Bhushari said violence in the area had risen so sharply that the police now left the fortified defenses of their outpost only in large groups, even for social outings."
4,4,"Officers initially identified three bodies at Sowell's home, Stacho said."
6,6,"Officers serving the warrants Thursday discovered two badly decomposed bodies on the third floor of the house, Stacho said."
4,4,"Officially, suave Mr Lewis will remain the Prime Minister's main official spokesman."
6,6,"Officials feel that Naxal menace, which now spread to 40,000 sq km area across the country, can be wiped out in a period of 12 to 30 months."
3,3,Officials reviewed the catch - perhaps the only time the Irish were in suspense all night.
7,7,Officials were collecting evidence and reviewing recordings of transmissions by the aircraft to try to determine how the collision occurred.
6,6,"Officials were continuing the search today, using cadaver dogs and extending the hunt to nearby houses and vacant lots, thus raising the prospect that even more bodies could eventually turn up."
4,4,Of prime concern is that much of Mr Blair's earning potential is being realised in the Middle East.
5,5,"Of the 57 games in which those Celtics held a halftime lead, they won 49 of them."
4,4,"""Oiled birds need to get onshore because they lose their insulation."""
6,6,"Oliver Miles, a former ambassador to Libya, recently revealed that Mr Blair had visited the country 'a number of times' since leaving Downing Street, adding: 'He certainly has a relationship with both the leader [Gaddafi] and the leader's son.'"
4,4,Olson said the State Department is taking a new look at the case.
6,6,"On a battered street in the middle-class neighborhood of Zayouna, Muhi Mohammed Hussein trimmed an elaborate plant sculpture in the shape of an eagle in front of his home."
5,5,"On a flying one-day visit across the Middle East, President Barack Obama's secretary of state appeared to complete what is at least a shift in emphasis from the new U.S. administration, which in its first months in office this year strongly endorsed Palestinian demands that all Jewish settlement must be halted."
5,5,"On a night when Rajon Rondo took only two shots but came within one of matching his career high for assists, Rivers said, ""He was the most dominant player on the floor."""
5,5,"On April 24, 1970, ""Dongfanghong-I (Red East 1)"", the country's first man-made satellite, was successfully launched."
5,5,"On a recent day, still dressed in his school uniform -- pink plaid shorts and matching tie -- Fandi launched his sampan from a sagging dock with rotting boards."
4,4,"On a recent market day in the village of Palnar, women balancing urns of water on their heads and bare-footed, emaciated men came out of the forests to shop for vegetables, nuts or a rotting fruit fermented to produce local liquor."
5,5,"On a recent morning, Chaudhry sits quietly in his wheelchair in his west Yakima home."
4,4,"On a recent morning Mr. Abbas, 58, sat in an office that was surrounded by sicus palms, ficus trees, gardenias, fruit trees and other plants."
6,6,"On a recent visit to the former Stasi headquarters in Berlin, Chancellor Angela Merkel, who grew up in East Germany, said the large number of applications from people wishing to view the information the Stasi held on them showed that people want to know more, even if the truth is bitter."
5,5,"Once an area is cleared, the plan also calls for introducing development projects such as roads, bridges and schools in hopes of winning support of the tribal people."
6,6,"Once considered Robin Hood figures, the Maoists claim to represent the dispossessed of Indian society, particularly the indigenous tribal groups, who suffer some of the country's highest rates of poverty, illiteracy and infant mortality."
5,5,"""Once it's deemed safe, that's when it will open,"" said Lauren Wonder, a Caltrans spokeswoman."
5,5,"""Once we were able to get the cooperation of the victim, we secured an arrest warrant for Mr. Sowell and subsequently a search warrant for his premises,"" Stacho said."
4,4,"One day Jefferson had business to discuss and was told by O'Quinn to meet him at the warehouse, not the office."
3,3,"One day, villagers crowded around a large net that some fishermen had dragged out of the water."
6,6,"One dead grebe and an oil-soaked gull were found just across the Inner Harbor Channel at Middle Harbor, in Oakland, according to John Escobar, the assistant general manager of the East Bay Regional Park District."
4,4,One is said to have already resigned.
6,6,"""One [issue] is, are we allowed to exceed federal minimums; how much flexibility will we get?"" said Anya Rader Wallack, the interim president of the Blue Cross Foundation and a Medicaid specialist."
6,6,"""One is that the activist base of the party is becoming increasingly powerful in the one area that had eluded them: candidate selection. Other conservative Republicans may now feel more comfortable if they decide to challenge incumbents in primaries."""
1,1,One marathon-running doctor's advice?
2,2,One McManus format seemingly set for the scrap heap is Are You Smarter Than A Fifth Grader?.
5,5,"On entering, one is struck by the acidic smell of the paper, and by the dust."
6,6,"One of his prized pieces was a modest 1975 Ford Escort once owned by a Polish priest named Karol Wojtyla, better known by his papal name, John Paul II."
5,5,"One of Mr Abdullah's senior advisers, Ahmed Wali Massoud, said he was unhappy that nothing had been done to redress the electoral system's problems."
6,6,"""One of the key qualifications is having clout in America. David has a very good relationship with Hillary Clinton [the US secretary of state] and is highly regarded in Washington, so he is very well placed."""
6,6,"One other young man arrested in the case - Jose Carlos Montano, 18, of San Pablo - is in Contra Costa County Jail but has not been charged."
5,5,"One reason may be that the mayor's race primarily is a battle among three Democrats, so Republican voters are less engaged."
6,6,"One river in Laguna overflowed, flooding most of lakeside Santa Cruz town and sending residents clambering onto roofs, said Mayor Ariel Magcalas."
5,5,"One scientific adviser, who declined to be named, said council members were preparing a joint statement due tomorrow"
5,5,"On Friday, a man claiming to represent the captors demanded a $7 million ransom for the couple."
5,5,"On Friday, investigators returned to the house, dug up the grave and found a third body, he said."
6,6,"On Friday, Mr. Yushchenko criticized Ms. Tymoshenko, saying he had ordered an inquiry into why the country was not, in his opinion, prepared."
4,4,"On Friday, Newsom met at home with his longtime adviser and former press secretary, Peter Ragone, to make a final call."
6,6,"On his dismissal, he said: 'I'm disappointed at what's happened. We as an advisory council are not there to serve a political agenda. Drugs classification is designed to be a scientifically based scale of harm. If politicians don't like the system, they should change the law.'"
5,5,"Only months after a surgery in 2007, a businessman invited him to slog through a 5-kilometer race in the western suburbs."
4,4,"Only now have the first signs of her fate surfaced, reinvigorating a search her mother never abandoned."
5,5,"Only one figure in American history, casino magnate Bill Harrah, had put together anything approaching O'Quinn's collection, and it seemed fitting that a number of the late Harrah's cars now reside in one of O'Quinn's Houston warehouses."
4,4,"On many days, the boys pass boatloads of girls wearing traditional Islamic head scarves, four to each craft, who drift slowly along the river, taking turns at the helm on their own long row home."
3,3,"On Monday, Mr Adbullah said Mr Lodin had ""no credibility""."
5,5,"On Saturday, a documentary about Qian, produced by Xinhua, has been broadcast on the Internet and the agency's TV channel."
6,6,"On Saturday, a top Coast Guard official said he believed the C-130 pilot had spoken with the military controllers before the accident."
4,4,"On Saturday, crews ground the sides of metal holes designed for large nuts that stabilize the original repair."
5,5,"On Saturday, district officials confirmed plans to install higher fences around the entire school before next summer, and to firm up security in general - but the challenges will still be steep."
5,5,"On Saturday in Jerusalem, Clinton agreed with Netanyahu that it was unprecedented for Abbas to shun talks due to settlements."
4,4,"On Saturday, the NATO-led force announced the latest coalition death in the war."
4,4,"On Sunday, the younger Mubarak will take centre stage when he addresses the conference."
5,5,"On that fateful weekend, 15 minutes after the deadline for returning Bianca by 6 p.m. Sunday passed, Hebert felt sickened."
5,5,"On the afternoon of April 8, 2006, he was helping lead a patrol around the Marine base to provide cover for Iraqi employees who were being massacred for working with the Americans."
3,3,"On the Day of the Dead holiday this weekend, Arreola planned to mourn the way Mexicans do."
5,5,"On the eve of the conference, the NDP's secretary-general said that choosing a successor to the president was not on the agenda."
6,6,"On their hourlong row, the boys negotiate a two-mile commute along a river teeming with giant barges, invisible logs and islands of floating water hyacinth to tangle their oars."
5,5,"On the night of the attack, the victim left the homecoming dance at about 9:30 p.m., before it ended, and walked to the back of campus to call her father to pick her up, detectives say."
5,5,"On the official BBS of the Shanghai Jiao Tong University, where Qian majored in mechanic engineering from 1929 to 1934, many alumni still couldn't believe the news while replies to the posts soon topped 850 in six hours."
4,4,"On the other side of the campus, more than 400 students partied at the homecoming dance."
5,5,"On the same day, he met the country's finance minister, this time representing JP Morgan."
4,4,On the third floor of the home two badly decomposed corpses were found.
3,3,"""On this day, he had gotten in a shipment of about eight cars - a woody, a hot rod, some car from the '20s, a DeLorean. We had business to do, so what we did was get in the woody and drive this set route he always took. He drove and we talked business on the way out, then talked about the car on the way back. Then we got in another car and did the same thing."""
5,5,"On Thursday, authorities in Baghdad announced they had detained more than 60 members of the police and army, including 11 senior officers, responsible for security in the area of the bombings."
6,6,"On Thursday, detectives from the department's sex-crimes unit and members of its SWAT team went to Sowell's home to execute the warrant and to arrest the suspect, but he was nowhere to be found, Cleveland Police spokesman Lt. Thomas Stacho said."
6,6,Opposition and civil society groups have long complained that the authorities have used emergency laws and the security forces to curb political freedoms.
5,5,"O'Quinn's education began when he was 10 years old, courtesy of his father's humid garage, where he spent afternoons and weekends until he finished high school."
4,4,O'Quinn was a force previously unwitnessed in the classic car world.
4,4,"O'Quinn was not married and had no children, reducing the likelihood of a probate dispute."
6,6,"Other candidates include Rick Rodriguez, a 24-year Houston police officer, and Lonnie Allsbrooks, the owner of Beer Island in the Heights."
5,5,"Other pirate suspects are awaiting trial in France, while dozens have been handed over to Kenya and Yemen for prosecution."
6,6,"Other prominent cases involve former Red Army Faction terrorists who were harbored by the Stasi, and a Berlin sports doctor who doped East German athletes."
6,6,"Other Republicans who have endorsed Hoffman include former N.Y. Governor George Pataki, former Sen. Fred Thompson (R-Tenn.), former House Majority Leader Dick Armey (R-Texas), and former presidential candidate Steve Forbes."
6,6,Others who are sympathetic to the plight of the adivasis say the Maoist violence has become intolerable.
3,3,"""Otherwise, it's an urban agenda, or a very progressive agenda."""
3,3,"""Our kids come to this beach. It's our home."""
6,6,"Out of about 80 countries that signed a global treaty, Mexico is one of seven with a pattern of not complying with requests children be returned, according to the report."
4,4,"""Out of that came some concern about flexibility,"" said Phil Johnston, chairman of the foundation's board."
6,6,"Overall, the number of new cases in England increased by 50% last week to 78,000."
5,5,Overseas companies are banned from making donations to political parties in Britain.
6,6,"Overseas shipments declined 8.3 percent from a year earlier to $34 billion, the Ministry of Knowledge Economy said today in Gwacheon."
6,6,"Palau has agreed to take up to 12 Uighurs, seven still remain at the controversial Guantanamo prison which was set up by the Bush administration to house terrorism suspects."
5,5,"Palestinian leaders have said they will not return to peace talks with Israel unless it halts all settlement building on lands they claim for a future state, and they believe Israel has blatantly defied a U.S. demand for a settlement freeze."
6,6,"Palestinians see Jewish settlement building as one of the biggest threats to their ability to form a viable state in the territories of the West Bank, east Jerusalem and the Gaza Strip."
4,4,"Palestinians warn that popular frustration with the failure to produce a statehood deal could spill over into an upsurge in violence, even if few have appetite for a broad new uprising."
4,4,"Passenger-car purchases exceeded 1 million for the first time in September as General Motors Co., the largest overseas automaker in China, reported that sales doubled."
4,4,Patty or Cathy - those are the cardboard cutouts.
5,5,"Paul G. Kirk Jr. kept to himself on a recent day in the Senate chamber, sitting quietly with a manila folder of policy papers while his colleagues milled around on the floor, back-slapping and schmoozing."
3,3,"""Paul, I know, wishes he was here. But in his absence, Paul Kirk is about as close to a great replacement as you can get."""
5,5,"Payrolls fell by 175,000 workers last month, deepening the worst employment slump since the 1930s, according to the median of 63 estimates in a Bloomberg News survey ahead of a Nov. 6 Labor Department report."
5,5,"""People must remember most balconies are designed in reality for a family group,"" Insp Davies said."
3,3,"""People should have full knowledge of reality whether good or bad,"" he said."
3,3,"""People who turned up would have expected a scary night, but not this scary,"" Insp Wood said."
4,4,Peoria is about 13 miles northwest of Phoenix.
6,6,Persistent rumours regarding its future at Ten were fuelled by its non-inclusion in the network's program launch for 2010.
5,5,Peter Acquaro is a financial planner.
5,5,"Philippine authorities evacuated more than 115,000 people in nine provinces east and south of Manila in the storm's path on main Luzon island, the National Disaster Coordinating Council reported."
5,5,"Phil Willis, Liberal Democrat chairman of the science and technology select committee, said he was seeking clarification from the Home Office."
3,3,Pierce made it his personal duty to drain the Bulls of any confidence.
6,6,"Plagued by low poll numbers and anemic fundraising, and with a newborn daughter at home, San Francisco Mayor Gavin Newsom dropped out of the governor's race on Friday."
5,5,"Planned increases in taxation next year, with the return of Vat to 17.5% and a new 50% income tax band for those earning £150,000, mean that overall there will be a fiscal ""tightening"" under current plans."
5,5,"""Please go to Tibet and see if things are really good as the Chinese government says,"" said the Tibetan spiritual leader."
3,3,"""Please tell people we're not animals, like the media say we are,"" Rhonnie said, eyes moist with pain."
6,6,"Police discovered the bodies at the home of Anthony Sowell, a 50-year-old convicted rapist, after they tried to serve an arrest and search warrant for him related to a sexual assault investigation."
6,6,Police established a command post in the neighborhood to take missing-person reports and additional information on outstanding missing persons in the neighborhood.
6,6,Police had originally been looking to question Sowell after a woman accused him of rape and assault a month ago.
5,5,Police had set up an emergency response centre and celebrated when news broke that he had been picked up.
6,6,Police have asked anyone who fears they may be related to one of the victims to come forward with DNA samples so that they can eventually help with identification.
6,6,"Police in Peoria, Arizona, say Faleh Hassan Almaleki, 48, struck his 20-year-old daughter, Noor Faleh Almaleki, and her friend Amal Edan Khalaf with the Jeep Laredo he was driving in a parking lot in Peoria on October 20."
5,5,"Police said six people, including a 12-year-old girl, drowned in a flash flood in Laguna province's Pagsanjan township, south of Manila."
6,6,Police said the 34-year-old woman was attacked after a man followed her into one of the toilet cubicles at Justin Hemmes' flagship bar and locked the door about 2am on Friday.
4,4,Police say he had spent 15 years in prison for a 1989 rape.
5,5,Police spokesman Lt. Thomas Stacho said Anthony Sowell was walking down the street on the east side of Cleveland when authorities spotted him and took him into custody.
5,5,Police were checking crime reports to find matches for similarities to the 1989 rape or the most recent allegation against Sowell.
5,5,"Police were checking missing-person reports back to June 2005, when Sowell was released from prison."
4,4,"Policy makers need to ""manage inflation expectations,"" curb excess capacity and encourage sustainable lending growth, the central bank said in its report on the third-quarter economy."
6,6,Political observers favor Oliver Pennington as a front-runner.
5,5,Politicians from other parties expressed shock at the decision.
5,5,"Politicians involved in the elections scheduled for Nov. 29 also have been pushing for a resolution, and the Honduran people have grown weary of months of sometimes violent instability and repression of many civil rights."
5,5,"Powell Caesar, a spokesman for the Cuyahoga County coroner's office, said additional remains were found and confirmed Saturday as three more bodies, for a total of six."
5,5,Premier Wen Jiabao's $586 billion stimulus plan and unprecedented growth in new loans are sustaining China's rebound amid signs that exports may start to recover as the global slump eases.
5,5,President Barack Obama said on Saturday this week's positive job and economic growth figures proved that his big spending efforts to stimulate the economy were working.
6,6,"President Hamid Karzai's challenger plans to call for a boycott of next weekend's runoff election in an attempt to force the vote's postponement until spring, his campaign manager said - a move that would dim U.S. hopes for a stable Afghan government for months."
5,5,President Hamid Karzai's rival in the second round of the Afghan presidential poll says he will announce on Sunday whether he intends to quit the race.
5,5,"""President Obama has achieved a major milestone in his effort to close Guantanamo, but the prison cannot be shut down until other countries agree to resettle those detainees who are unable to return to their home countries,"" J. Wells Dixon of the center said in a statement."
6,6,"Pressure to end the crisis has mounted in recent weeks from several sources, including the powerful Honduran business elite, which backed the coup but has been losing millions of dollars because of sanctions and interrupted trade."
5,5,"Previous reform legislation put a $90,000-a-year cap on direct cash donations from political parties and legislative leaders, but reformers said loopholes would have rendered the limit meaningless."
6,6,"Price has been helping lead counseling sessions on campus, and to support the hundreds of students who staged rallies and gatherings to denounce violence."
5,5,Prime Minister Manmohan Singh had described Left-wing extremism as the gravest internal security threat and called for a nuanced strategy to tackle the Naxal violence.
6,6,"Prime Minister Yulia V. Tymoshenko announced the measures on Friday in response to rising fears about swine flu, especially in western Ukraine."
6,6,"Professor Colin Blakemore, professor of neuroscience at Oxford University and former chief executive of the Medical Research Council, said it was vital that government policy was based on evidence."
7,7,"Professor David Nutt, then a senior member of the ACMD, publishes research in the Lancet suggesting the classification scheme was flawed and not related to actual evidence of harm caused."
4,4,Professor David Nutt was dismissed on Friday as chairman of the Advisory Council on the Misuse of Drugs for saying cannabis created only a 'relatively small risk' of psychotic illness and was less damaging to health than nicotine or alcohol.
5,5,"Professor Kathrin Yen, of the Ludwig Institute in Graz, Austria, which specialises in traumatology research, said she had more tests to complete on Mr Hampton, who had a three-year-old son with Ms Gryshcuk."
6,6,"Professor Peter Openshaw, an expert on respiratory infections at Imperial College London and a member of the committee, said: ""As increasing quantities of vaccine become available, then the initial recommendations will be extended [to children and teenagers]."
5,5,Professor Yen used new forensic techniques to detect internal bruising caused by strangulation which would not be visible to the eye.
6,6,"Prof Nutt, 58, also accused Gordon Brown of playing politics with science after the Prime Minister ignored the advisory council's recommendations earlier and upgraded cannabis to a class B drug."
4,4,Prof Nutt revealed that many of his advisory council colleagues were equally upset with the Government and may also leave in protest.
4,4,"""Prosecutors don't understand that drilling is a serious problem."""
5,5,"Prosecutors in the border state of Sonora, where the slayings occurred, said they were investigating a number of possible motives."
6,6,Prosecutors say Friehling never performed an audit of Madoff's company.
2,2,Publicity might have been.
5,5,"Publicly, the foreign secretary insists that he is ""not available"" for the post, the second most important role created by the Lisbon treaty, which is set to be ratified this month."
2,2,Push.
2,2,"""Put it this way, I used to think, why do they keep regurgitating all the stuff about the Hitler regime that happened over 60 years ago,"" she says."
6,6,"Qat began replacing food crops, and in the late 1960s, motorized drills began to proliferate, allowing farmers and villagers to pump water from underground aquifers much faster than it could be replaced through natural processes."
5,5,"Qian, a member of both the Chinese Academy of Sciences and the Chinese Academy of Engineering, graduated from Shanghai Jiao Tong University in 1934."
5,5,"Qian was put in prison for 15 days, followed by a 5-year house arrest under surveillance of the Federal Bureau of Investigation."
5,5,"Queensland, she said, stands ready to promote cooperation with China in such fields as trade, technology, education, science and research, culture and tourism."
5,5,"Quickly after Scozzafava's announcement, Republican National Committee Chairman Michael Steele said the RNC is endorsing Hoffman, saying the change of course is effective immediately and will include financial backing and get-out-the-vote efforts for the Conservative Party candidate."
5,5,Quinn indicated he would sign this version.
5,5,"Quinn named her to the post last month, and Adams was set to move to Johannesburg in January."
3,3,"""Rates are very low and it wants to get up to a more normal level as quickly as possible. It's better to announce a big hike now than wait until rates are higher and then jack rates up."""
6,6,"Raynham store manager Bert Cabral, who noted that his shop is the busiest in Massachusetts, also talked about hiring a manager from one of the big electronics chains to help improve Wal-Mart's customer service efforts."
4,4,"RBS is expected to lose 312 branches south of the border, which will become Williams & Glyn's, a bank that enjoyed an exclusive reputation in the Seventies for serving better-off customers."
5,5,"RBS is understood to be preparing to put its network of around 300 RBS-branded branches in England up for sale, under the Williams and Glyn brand they used until 1985."
3,3,Readings greater than 50 signal expansion.
3,3,Read local coverage on CNN affiliate WJW
5,5,Rear Adm. Joseph Castillo said at a late afternoon news conference that there was still a chance of survivors among the seven military personnel aboard the Coast Guard C-130 and the two in the Marine Corps AH-1W Super Cobra helicopter despite water temps in the low 60s because all had access to heat-retaining drysuits and were in excellent physical shape.
5,5,"Recent encouraging news in the economy ""shows that - when you act with force - you can stabilize a crisis like this,"" he said in the interview that will air Sunday."
4,4,Recent figures showing that Britain is still in recession have convinced Brown that more spending will be required next year to support any faltering recovery.
3,3,"Recently on ""Gossip Girl,"" the womanizing Chuck Bass - played with serpentine charm by Ed Westwick - rejected categorization in a small but critical way regarding his sexuality."
5,5,"Recent media reports that the hiatus for Rove would enable its star, Rove McManus, to make changes to The 7pm Project were labelled ""untrue"" by the source."
6,6,"Recent reports have suggested that Lloyds would sell Cheltenham and Gloucester, Lloyds TSB Scotland and Intelligent Finance - an online division of Bank of Scotland."
5,5,"""Recreational drug use has become very normalised."
6,6,Red Cross workers arrived at the scene to find bullet-riddled bodies on the side of the road.
4,4,Red Teeth declined to say why the hostages were being moved inland.
5,5,"Religious parties are banned, including the Muslim Brotherhood."
2,2,Repeat.
2,2,Report oiled birds
5,5,Republican Dierdre Scozzafava has suspended her campaign for the New York House and is encouraging supporters to embrace Conservative Party nominee Doug Hoffman.
3,3,REPUBLICANS QUESTION FIGURES
5,5,"Republicans, who favor tax cuts, say the stimulus has failed to halt rising joblessness and they also questioned the White House's figures on jobs saved or created."
5,5,Rescuers had found several pieces of debris from both aircraft but there was no sign of the victims.
7,7,Rescuers were still searching Saturday for nine people missing in the Pacific off the southern California coast after a Coast Guard plane and a Marine helicopter collided Thursday night.
6,6,"Research published this year showed that for every 2,000 women screened regularly for a decade, one life would be saved but 10 healthy women would be treated unnecessarily."
4,4,"Residents in the area said some of the pirates wanted to ransom the couple, Paul and Rachel Chandler, for cash, while others were insisting on some sort of exchange for captured pirate colleagues."
6,6,Residents say the 50-year-old problem has grown worse because the authorities failed to make repairs when their attention was drawn to it at the onset.
5,5,"Retail analysts say the emphasis on electronics and home goods makes sense with the departure of major chains such as Circuit City and Linens 'N Things, as well as consumers' increased focus on value."
