Informativeness,Sentence
Informative,"Other Republicans who have endorsed Hoffman include former N.Y. Governor George Pataki, former Sen. Fred Thompson (R-Tenn.), former House Majority Leader Dick Armey (R-Texas), and former presidential candidate Steve Forbes."
Informative,Others who are sympathetic to the plight of the adivasis say the Maoist violence has become intolerable.
Uninformative,"""Otherwise, it's an urban agenda, or a very progressive agenda."""
Informative,"""Our kids come to this beach. It's our home."""
Informative,"Out of about 80 countries that signed a global treaty, Mexico is one of seven with a pattern of not complying with requests children be returned, according to the report."
Informative,"""Out of that came some concern about flexibility,"" said Phil Johnston, chairman of the foundation's board."
Informative,"Overall, the number of new cases in England increased by 50% last week to 78,000."
Informative,Overseas companies are banned from making donations to political parties in Britain.
Informative,"Overseas shipments declined 8.3 percent from a year earlier to $34 billion, the Ministry of Knowledge Economy said today in Gwacheon."
Informative,"Palau has agreed to take up to 12 Uighurs, seven still remain at the controversial Guantanamo prison which was set up by the Bush administration to house terrorism suspects."
Informative,"Palestinian leaders have said they will not return to peace talks with Israel unless it halts all settlement building on lands they claim for a future state, and they believe Israel has blatantly defied a U.S. demand for a settlement freeze."
Informative,"Palestinians see Jewish settlement building as one of the biggest threats to their ability to form a viable state in the territories of the West Bank, east Jerusalem and the Gaza Strip."
Informative,"Palestinians warn that popular frustration with the failure to produce a statehood deal could spill over into an upsurge in violence, even if few have appetite for a broad new uprising."
Informative,"Passenger-car purchases exceeded 1 million for the first time in September as General Motors Co., the largest overseas automaker in China, reported that sales doubled."
Informative,Patty or Cathy - those are the cardboard cutouts.
Informative,"Paul G. Kirk Jr. kept to himself on a recent day in the Senate chamber, sitting quietly with a manila folder of policy papers while his colleagues milled around on the floor, back-slapping and schmoozing."
Informative,"""Paul, I know, wishes he was here. But in his absence, Paul Kirk is about as close to a great replacement as you can get."""
Informative,"Payrolls fell by 175,000 workers last month, deepening the worst employment slump since the 1930s, according to the median of 63 estimates in a Bloomberg News survey ahead of a Nov. 6 Labor Department report."
Informative,"""People must remember most balconies are designed in reality for a family group,"" Insp Davies said."
Informative,"""People should have full knowledge of reality whether good or bad,"" he said."
Informative,"""People who turned up would have expected a scary night, but not this scary,"" Insp Wood said."
Informative,Peoria is about 13 miles northwest of Phoenix.
Informative,Persistent rumours regarding its future at Ten were fuelled by its non-inclusion in the network's program launch for 2010.
Informative,Peter Acquaro is a financial planner.
Informative,"Philippine authorities evacuated more than 115,000 people in nine provinces east and south of Manila in the storm's path on main Luzon island, the National Disaster Coordinating Council reported."
Informative,"Phil Willis, Liberal Democrat chairman of the science and technology select committee, said he was seeking clarification from the Home Office."
Informative,Pierce made it his personal duty to drain the Bulls of any confidence.
Informative,"Plagued by low poll numbers and anemic fundraising, and with a newborn daughter at home, San Francisco Mayor Gavin Newsom dropped out of the governor's race on Friday."
Informative,"Planned increases in taxation next year, with the return of Vat to 17.5% and a new 50% income tax band for those earning 150,000, mean that overall there will be a fiscal ""tightening"" under current plans."
Informative,"""Please go to Tibet and see if things are really good as the Chinese government says,"" said the Tibetan spiritual leader."
Informative,"""Please tell people we're not animals, like the media say we are,"" Rhonnie said, eyes moist with pain."
Informative,"Police discovered the bodies at the home of Anthony Sowell, a 50-year-old convicted rapist, after they tried to serve an arrest and search warrant for him related to a sexual assault investigation."
Informative,Police established a command post in the neighborhood to take missing-person reports and additional information on outstanding missing persons in the neighborhood.
Informative,Police had originally been looking to question Sowell after a woman accused him of rape and assault a month ago.
Informative,Police had set up an emergency response centre and celebrated when news broke that he had been picked up.
Informative,Police have asked anyone who fears they may be related to one of the victims to come forward with DNA samples so that they can eventually help with identification.
Informative,"Police in Peoria, Arizona, say Faleh Hassan Almaleki, 48, struck his 20-year-old daughter, Noor Faleh Almaleki, and her friend Amal Edan Khalaf with the Jeep Laredo he was driving in a parking lot in Peoria on October 20."
Informative,"Police said six people, including a 12-year-old girl, drowned in a flash flood in Laguna province's Pagsanjan township, south of Manila."
Informative,Police said the 34-year-old woman was attacked after a man followed her into one of the toilet cubicles at Justin Hemmes' flagship bar and locked the door about 2am on Friday.
Informative,Police say he had spent 15 years in prison for a 1989 rape.
Informative,Police spokesman Lt. Thomas Stacho said Anthony Sowell was walking down the street on the east side of Cleveland when authorities spotted him and took him into custody.
Informative,Police were checking crime reports to find matches for similarities to the 1989 rape or the most recent allegation against Sowell.
Informative,"Police were checking missing-person reports back to June 2005, when Sowell was released from prison."
Informative,"Policy makers need to ""manage inflation expectations,"" curb excess capacity and encourage sustainable lending growth, the central bank said in its report on the third-quarter economy."
Informative,Political observers favor Oliver Pennington as a front-runner.
Informative,Politicians from other parties expressed shock at the decision.
Informative,"Politicians involved in the elections scheduled for Nov. 29 also have been pushing for a resolution, and the Honduran people have grown weary of months of sometimes violent instability and repression of many civil rights."
Informative,"Powell Caesar, a spokesman for the Cuyahoga County coroner's office, said additional remains were found and confirmed Saturday as three more bodies, for a total of six."
Informative,Premier Wen Jiabao's $586 billion stimulus plan and unprecedented growth in new loans are sustaining China's rebound amid signs that exports may start to recover as the global slump eases.
Informative,President Barack Obama said on Saturday this week's positive job and economic growth figures proved that his big spending efforts to stimulate the economy were working.
Informative,"President Hamid Karzai's challenger plans to call for a boycott of next weekend's runoff election in an attempt to force the vote's postponement until spring, his campaign manager said - a move that would dim U.S. hopes for a stable Afghan government for months."
Informative,President Hamid Karzai's rival in the second round of the Afghan presidential poll says he will announce on Sunday whether he intends to quit the race.
Informative,"""President Obama has achieved a major milestone in his effort to close Guantanamo, but the prison cannot be shut down until other countries agree to resettle those detainees who are unable to return to their home countries,"" J. Wells Dixon of the center said in a statement."
Informative,"Pressure to end the crisis has mounted in recent weeks from several sources, including the powerful Honduran business elite, which backed the coup but has been losing millions of dollars because of sanctions and interrupted trade."
Informative,"Previous reform legislation put a $90,000-a-year cap on direct cash donations from political parties and legislative leaders, but reformers said loopholes would have rendered the limit meaningless."
Informative,"Price has been helping lead counseling sessions on campus, and to support the hundreds of students who staged rallies and gatherings to denounce violence."
Informative,Prime Minister Manmohan Singh had described Left-wing extremism as the gravest internal security threat and called for a nuanced strategy to tackle the Naxal violence.
Informative,"Prime Minister Yulia V. Tymoshenko announced the measures on Friday in response to rising fears about swine flu, especially in western Ukraine."
Informative,"Professor Colin Blakemore, professor of neuroscience at Oxford University and former chief executive of the Medical Research Council, said it was vital that government policy was based on evidence."
Informative,"Professor David Nutt, then a senior member of the ACMD, publishes research in the Lancet suggesting the classification scheme was flawed and not related to actual evidence of harm caused."
Informative,Professor David Nutt was dismissed on Friday as chairman of the Advisory Council on the Misuse of Drugs for saying cannabis created only a 'relatively small risk' of psychotic illness and was less damaging to health than nicotine or alcohol.
Informative,"Professor Kathrin Yen, of the Ludwig Institute in Graz, Austria, which specialises in traumatology research, said she had more tests to complete on Mr Hampton, who had a three-year-old son with Ms Gryshcuk."
Informative,"Professor Peter Openshaw, an expert on respiratory infections at Imperial College London and a member of the committee, said: ""As increasing quantities of vaccine become available, then the initial recommendations will be extended [to children and teenagers]."
Informative,Professor Yen used new forensic techniques to detect internal bruising caused by strangulation which would not be visible to the eye.
Informative,"Prof Nutt, 58, also accused Gordon Brown of playing politics with science after the Prime Minister ignored the advisory council's recommendations earlier and upgraded cannabis to a class B drug."
Informative,Prof Nutt revealed that many of his advisory council colleagues were equally upset with the Government and may also leave in protest.
Informative,"""Prosecutors don't understand that drilling is a serious problem."""
Informative,"Prosecutors in the border state of Sonora, where the slayings occurred, said they were investigating a number of possible motives."
Informative,Prosecutors say Friehling never performed an audit of Madoff's company.
Uninformative,Publicity might have been.
Informative,"Publicly, the foreign secretary insists that he is ""not available"" for the post, the second most important role created by the Lisbon treaty, which is set to be ratified this month."
Uninformative,Push.
Informative,"""Put it this way, I used to think, why do they keep regurgitating all the stuff about the Hitler regime that happened over 60 years ago,"" she says."
Informative,"Qat began replacing food crops, and in the late 1960s, motorized drills began to proliferate, allowing farmers and villagers to pump water from underground aquifers much faster than it could be replaced through natural processes."
Informative,"Qian, a member of both the Chinese Academy of Sciences and the Chinese Academy of Engineering, graduated from Shanghai Jiao Tong University in 1934."
Informative,"Qian was put in prison for 15 days, followed by a 5-year house arrest under surveillance of the Federal Bureau of Investigation."
Informative,"Queensland, she said, stands ready to promote cooperation with China in such fields as trade, technology, education, science and research, culture and tourism."
Informative,"Quickly after Scozzafava's announcement, Republican National Committee Chairman Michael Steele said the RNC is endorsing Hoffman, saying the change of course is effective immediately and will include financial backing and get-out-the-vote efforts for the Conservative Party candidate."
Informative,Quinn indicated he would sign this version.
Informative,"Quinn named her to the post last month, and Adams was set to move to Johannesburg in January."
Informative,"""Rates are very low and it wants to get up to a more normal level as quickly as possible. It's better to announce a big hike now than wait until rates are higher and then jack rates up."""
Informative,"Raynham store manager Bert Cabral, who noted that his shop is the busiest in Massachusetts, also talked about hiring a manager from one of the big electronics chains to help improve Wal-Mart's customer service efforts."
Informative,"RBS is expected to lose 312 branches south of the border, which will become Williams & Glyn's, a bank that enjoyed an exclusive reputation in the Seventies for serving better-off customers."
Informative,"RBS is understood to be preparing to put its network of around 300 RBS-branded branches in England up for sale, under the Williams and Glyn brand they used until 1985."
Informative,Readings greater than 50 signal expansion.
Informative,Read local coverage on CNN affiliate WJW
Informative,Rear Adm. Joseph Castillo said at a late afternoon news conference that there was still a chance of survivors among the seven military personnel aboard the Coast Guard C-130 and the two in the Marine Corps AH-1W Super Cobra helicopter despite water temps in the low 60s because all had access to heat-retaining drysuits and were in excellent physical shape.
Informative,"Recent encouraging news in the economy ""shows that - when you act with force - you can stabilize a crisis like this,"" he said in the interview that will air Sunday."
Informative,Recent figures showing that Britain is still in recession have convinced Brown that more spending will be required next year to support any faltering recovery.
Informative,"Recently on ""Gossip Girl,"" the womanizing Chuck Bass - played with serpentine charm by Ed Westwick - rejected categorization in a small but critical way regarding his sexuality."
Informative,"Recent media reports that the hiatus for Rove would enable its star, Rove McManus, to make changes to The 7pm Project were labelled ""untrue"" by the source."
Informative,"Recent reports have suggested that Lloyds would sell Cheltenham and Gloucester, Lloyds TSB Scotland and Intelligent Finance - an online division of Bank of Scotland."
Informative,"""Recreational drug use has become very normalised."
Informative,Red Cross workers arrived at the scene to find bullet-riddled bodies on the side of the road.
Informative,Red Teeth declined to say why the hostages were being moved inland.
Informative,"Religious parties are banned, including the Muslim Brotherhood."
Uninformative,Repeat.
Uninformative,Report oiled birds
Informative,Republican Dierdre Scozzafava has suspended her campaign for the New York House and is encouraging supporters to embrace Conservative Party nominee Doug Hoffman.
Uninformative,REPUBLICANS QUESTION FIGURES
Informative,"Republicans, who favor tax cuts, say the stimulus has failed to halt rising joblessness and they also questioned the White House's figures on jobs saved or created."
Informative,Rescuers had found several pieces of debris from both aircraft but there was no sign of the victims.
Informative,Rescuers were still searching Saturday for nine people missing in the Pacific off the southern California coast after a Coast Guard plane and a Marine helicopter collided Thursday night.
Informative,"Research published this year showed that for every 2,000 women screened regularly for a decade, one life would be saved but 10 healthy women would be treated unnecessarily."
Informative,"Residents in the area said some of the pirates wanted to ransom the couple, Paul and Rachel Chandler, for cash, while others were insisting on some sort of exchange for captured pirate colleagues."
Informative,Residents say the 50-year-old problem has grown worse because the authorities failed to make repairs when their attention was drawn to it at the onset.
Informative,"Retail analysts say the emphasis on electronics and home goods makes sense with the departure of major chains such as Circuit City and Linens 'N Things, as well as consumers' increased focus on value."
Informative,"Retail analysts say the longer the economic recovery takes, the more success Wal-Mart will have holding its core customer base and expanding beyond it."
Informative,Retired biophysicist Bill Levinson of Oakland tells us the likelihood of the first letters of seven lines spelling out that vulgarity by coincidence are less than 1 in 9 trillion - or about 2 million times worse than the odds of hitting the state lotto jackpot.
Informative,"Richard Garside, director of the CCJS, said it was ""important that the council is in a position to give honest and impartial advice without fear or favour""."
Informative,"Richmond High, which is 76 percent Latino, had the highest increase in its district last year in its state Adequate Yearly Progress scores."
Informative,"""Right now, the provinces are getting interested, it's not just the capital,"" Ms. Nori said."
Informative,"Rising joblessness and waning government assistance raise the risk that consumer spending will slip again, holding back the expansion."
Informative,"Robert Chote, director of the Institute for Fiscal Studies, said: ""There is a perfectly respectable case for a deeper and longer fiscal stimulus."
Informative,"Robert Hughes ran for 131 yards on 24 carries and had a touchdown, delighting a Texas crowd that was overwhelmingly filled with Fighting Irish fans."
Informative,Robert Kane works in hotel management.
Informative,"Roberto Micheletti, the de facto president who replaced Zelaya, is making the opposite calculation and believes the Congress will decide against letting Zelaya return to office, said people close to Micheletti."
Informative,Rodriguez wants to work on public safety; Allsbrooks wants to support small businesses and represent the hospitality industry on the council.
Informative,"Ronald Yee, who had been the San Francisco-based hedge fund firm's chief financial officer until June 2008, was named in a civil suit filed by the Securities and Exchange Commission on Friday."
Informative,"""SADC will continue its efforts to support, to help Zimbabweans helping themselves by this troika finishing as soon as possible, I mean very urgently, the report we are supposed to prepare send it to the chairman of the troika and to do our best to convene a summit of the troika as soon as possible,"" he said."
Informative,"""Sadly there is less stigma now associated with drug-taking,"" Mr Keen said."
Informative,"Saeb Erekat, the chief negotiator for the Palestinian Authority, told CNN on Saturday that Abbas emphasized to Clinton that talks have not resumed because the Israeli government has not lived up to what he called its obligations, which include halting settlement building in the occupied West Bank and in predominantly Palestinian East Jerusalem."
Informative,"Saleh said eight people had been arrested for their roles in the attack, including an Afghan imam who was apprehended when he arrived by plane in Jiddah, Saudi Arabia."
Informative,"Saleh said the detainees told interrogators the attackers came from Pakistan's Swat Valley and that the al-Qaida mastermind fled across the border into Pakistan's lawless tribal area, where the al-Qaida leadership is believed hiding."
Informative,"Samsung Electronics Co., Asia's biggest maker of chips, flat screens and mobile phones, said Oct. 30 profit tripled to a quarterly record."
Informative,"San Antonio might as well have been South Bend, Ind."
Informative,Sancharaki said Abdullah will announce his decision Sunday morning.
Informative,"San Francisco Mayor Gavin Newsom's withdrawal from the governor's race followed a meeting with top advisers where he was told that, unless he raised $5 million quickly and appeared to be viable, some of the state's biggest unions would throw their support behind Attorney General Jerry Brown."
Informative,San Francisco officials asked people to refrain from swimming in the bay and stay away from local beaches.
Informative,"Saul Eslake, economist with the Grattan Institute, is not convinced that rates will rise in December, but agrees that rates are heading up towards 4.5 per cent by the middle of next year - meaning a mortgage rate of 7.3 per cent."
Informative,"Schroedinger works 41-hour weeks and averages a sack a year restoring documents on the Stasi's surveillance of the army, media, railway and church."
Informative,"Schulz, who said Miliband would make a ""superb candidate"", refused to elaborate on the private talks."
Informative,Scientists believe the virus is more severe in children because they have not been exposed to related outbreaks.
Informative,Scozzafava had also received an endorsement from the National Rifle Association.
Informative,"Scozzafava's critics said she's too moderate, even liberal."
Informative,"Second ACMD report, recommending reclassification of Ecstasy, is overruled."
Informative,"Secretary of State Hillary Clinton tried Saturday to revive peace talks between Israel and the Palestinian Authority, whose chief negotiator characterized the process as ""stuck."""
Informative,"Secretary of State Hillary Rodham Clinton downplayed the prospect of an Abdullah withdrawal, saying it would not undermine the legitimacy of the election."
Informative,"Secretly, Alfan would like to row more, but he knows his place."
Informative,"Seeing two jagged edges that match, her eyes light up and she tapes them together."
Informative,Seidman is a flight engineer with a 23-year career in the Coast Guard.
Informative,"Seidman said Saturday she was thinking about ""all the things that we wanted to tell him that we can't."""
Informative,Self and others believe the Cosco Busan spill may have played a large role in killing off herring eggs.
Informative,"Self worried about the oil's impact on eelgrass beds around Alameda, which provide important spawning habitat for herring."
Informative,Senate Democrats want to extend the credit through April and expand it to allow higher-income Americans and some who already own homes to qualify for the incentive.
Informative,"Senator Ted Kaufman, a Delaware Democrat who is the interim replacement in Vice President Joe Biden's old seat, said he and Kirk have much in common, including familiarity with the ways of the Senate and little ideological daylight between them and the senators they replaced."
Informative,"Separately, the Electoral Commission is investigating whether donations from Ashcroft's company to the Tory party comply with electoral law."
Informative,"""Settlement is illegitimate and it is not possible to accept any justification for the continuation of settlement activity or to defend it on lands occupied in 1967, including Jerusalem."""
Informative,Seven more runners have died this fall in full or half marathons.
Uninformative,"Seventeen officers died, fighting for hours until they ran out of ammunition."
Informative,"Several insiders said the mayor couldn't handle his four jobs: father to a newborn, husband to a woman who doesn't particularly enjoy politics, running a city and running for governor."
Informative,"Several months ago, the police raided his village and arrested more than a dozen people after accusing them of being collaborators."
Informative,"Several organizations joined Saturday to demand a thorough investigation ""to the final consequences"" and to ask for protection for leaders."
Informative,Several other factors have combined to amplify the severity of the erosion.
Informative,Several were this weekend seeking urgent reassurances from the government that it will not try to control their agenda and will allow them to speak out before they decide whether to quit.
Informative,"Sgt. Matthew Adams of the Quad Cities was a respected mentor for the men, a laid-back officer who wielded a strong hand when necessary."
Uninformative,Shafto has three competitors.
Informative,Shane Oliver says the RBA will raise rates by 0.25 per cent on Tuesday and again in December and February (the RBA does not meet in January).
Informative,"Shannon told reporters that he had emphasized that time was running out, and that the two sides had realized ""there was no more space to dither."""
Informative,"Sharing might be easier in Salem, where witchcraft has become something of a cottage industry."
Informative,She also started doing more food shopping here since the store increased its selection.
Informative,She bristles slightly when asked how she keeps up such an apparently thankless task every day.
Informative,She called Lozano's parents and was told he was on his way.
Informative,She has also set tough conditions on Dutch and German banks receiving state aid and is keen that should only be given in exchange for re-structuring and increased competition within the banking market.
Informative,She hoped that lessons would be learned from Nutt's forced resignation.
Informative,"She is in serious but stable condition, police said."
Informative,"""She is not asking for anything over the top, just to be able to find her daughter and let her know she loves her."""
Informative,"She later won more than $1 million in a lawsuit against some of Lozano's family members over his escape, but that was overturned on appeal ."
Informative,She mentioned her missing Bianca and wondered aloud if she could be hidden in Monterrey with grandparents.
Informative,"She might not know her real name, realize she is American - or know that she has a mother who has searched for her since she disappeared while a toddler."
Informative,She pledged to put up a large sign if a Nativity is allowed this year on the Capitol campus.
Informative,"She poured her heart into a two-page letter last week as part of a class exercise, and plans to mail it to Smith in juvenile hall."
Informative,"She quoted one ""deepshikh sam yuvati tan ..( a young woman's body is like a flame"")."
Uninformative,She refuses to limit herself.
Informative,She reported Jines missing the next day when she returned to the harbor and couldn't find him.
Informative,"She said: 'In my opinion, it does not look like suicide. My example is that somebody took him up to the top floor and took him down."
Uninformative,She said she didn't know its source.
Informative,She said she has known Sowell since high school.
Informative,"She said she is ""hoping and praying"" her son and the others will be found alive."
Informative,"She said that she closed her business for two years during the violent times, but that since late 2006 it has been growing."
Informative,She said: 'This might have been a copycat thing in the CTBTO.'
Informative,She said: 'We are all devastated by his dismissal. That is a personal and group sentiment. It is a possibility we will resign. But that is only one option. There will be some sort of collective action.'
Informative,"She said, ""What the prime minister has offered, and in specifics on the restraint in the policy on settlements ... is unprecedented in the context of prior negotiations."""
Uninformative,She's also taken her hunt to the streets.
Informative,"""She's an emotional, deeply caring girl, the type who would care so much if this happened to another girl,"" Price said."
Informative,She's an old-school TV kid drawn with new-school ambiguities.
Uninformative,"""She seemed a little more straightforward, and I was impressed with her financial background,"" Pass said."
Uninformative,She serves on the boards of the Memorial City Redevelopment Authority and the Spring Branch Medical Center.
Informative,"She's made four trips to Mexico and met with mercenary types who talked of guns, bribes and a private plane to snatch up Bianca."
Uninformative,"She studied medical records, he drafting."
Informative,"She then dispatched Shannon to Tegucigalpa, along with his deputy, Craig Kelly, and Dan Restrepo, the White House's special assistant for Western Hemisphere affairs."
Informative,"She told a school district safety panel last week that some girls trying to find out who had watched the rape were being threatened in the hallways - and that, too, she blames on a desensitized mentality."
Informative,"She told Price she wanted to join the Police Explorers, a Boy Scouts group that lets boys and girls learn law enforcement with local police."
Informative,She told Quinn's office that she has accepted a position elsewhere but did not provide details.
Informative,She turned to the Internet to join the community of those looking for disappeared children.
Informative,She was an unsuccessful candidate for president of the troubled Chicago State University.
Informative,She was either a Cathy or a Patty.
Informative,"She was recruited after her predecessor, Emily Hands, turned down a request to take on a bigger role as Mr Brown's official spokesman."
Informative,She was told it was faked to show her daughter was from Mexico.
Informative,"She was to receive a $110,000-a-year salary, along with a housing stipend."
Informative,Shipments to Japan declined 22.5 percent over the same period.
Informative,Ship owners who pay ransoms that are reimbursed by insurance groups are not obliged to file a suspicious activity report with the Serious and Organised Crime Agency.
Informative,"Shoshanna Tenn, 36, of Oakland, went to Crown Memorial Beach and offered to help, but she was turned away."
Uninformative,Signs for the Norte񯠡nd Crips gangs are scrawled in huge letters on a wall near the driveway leading into the courtyard.
Informative,Similar increases have been factored into Fujitsu Consulting's modelling.
Informative,"Simon Thomson, founder of the Dubai-based Middle East Council of Shopping Centres, said Tesco had been 'conspicuous in their absence' in the region."
Informative,"Since Katrina, advocates who share Trenberth's views have argued at various times that climate change will bring more storms, more intense storms, and storms with more rainfall."
Informative,"Since Madigan also serves as state Democratic chairman, he also could devote unlimited party campaign resources to the dozen or so targeted legislative races that are the true battleground contests."
Informative,"Since Obama took office, a total of 25 detainees have been sent from Guantanamo to countries overseas and one detainee has been transferred to New York to stand trial on terrorism charges."
Informative,"Since Peek started the debt swap Oct. 1, the company's notes due Nov. 3 dropped 12 cents to 68 cents on the dollar, according to Trace, the bond-price reporting system of the Financial Industry Regulatory Authority."
Informative,"Since the $65 billion Madoff Ponzi scheme came to light last year and the average hedge fund posted its worst-ever returns by losing 19 percent in 2008, many investors have demanded more data from hedge funds to try and eliminate any whiff of potential problems."
Informative,"Since the return of Australian Idol on Sunday nights, Rove's ratings have again slid to under a million people nationally."
Informative,"Since the Witch School set up shop in tiny Rossville two years ago, some of the Christian flocks in this former factory town have protested and prayed that the pagans would pick up and leave."
Informative,Sir Terry's annual salary of 1.3million is only slightly more than the sum linked to the talks with Mr Blair.
Informative,Sir Terry sat on the Board of Trade's Competitiveness Advisory Group.
Informative,Six Coast Guard cutters and three helicopters hunted for any survivors of the midair collision.
Informative,"Six Coast Guard cutters, three Navy ships and multiple helicopters searched the ocean off Southern California."
Informative,"Six consecutive games decided by seven points or fewer were a school record for Notre Dame, which didn't put away Boston College last week until an interception in the final two minutes."
Informative,"Six decades after Israel was established in 1948, four since it occupied the remaining Arab lands of what was British-ruled Palestine and nearly 20 years since the first glimmerings of a peace process, a final agreement on core conflicts over borders, refugees and control of Jerusalem remains stubbornly elusive."
Informative,"Six plays later, Taiwan Jones plowed in from 1-yard out to extend the Eagles' lead to 13-2 following a missed extra point and the game was never close after that."
Informative,"Six women found dead at a Cleveland, Ohio, home appeared to have been strangled, and their decomposing bodies could have been lying there for ""weeks, if not months or years,"" a coroner told CNN on Saturday."
Informative,"So far, $9 million has been allocated to the project by the German Parliament, but much more would be needed to install and maintain the E-Puzzler."
Informative,"So far, he believes there's simply not enough reliable data to make a call either way."
Informative,"""So if you go back and do the second round election, it means that it will happen again. So, therefore, I don't think that we would be willing to participate."""
Informative,"Some 500,000 Israelis live in settlements in the West Bank and east Jerusalem."
Informative,Some analysts see Netanyahu's cooperation with Obama's demand for a resumption of talks on establishing a Palestinian state as intended mainly to ensure U.S. support against Iran.
Informative,"Some are pushing for an inclusive, moderate future, while the more conservative wing is willing to risk a Democratic win to send a message to Washington."
Uninformative,Some cases are much worse.
Informative,"Some coastal residents said that as soon as Red Teeth's men left for Baxdo with the Chandlers, another squad of pirates in heavily armed pickup trucks chased after them, trying to recapture the hostages."
Informative,"Some Communists would enter the political system; today, the Communist Party of India (Marxist) is an influential political force that holds power in West Bengal."
Uninformative,Some critics claim it can be difficult to see where Mr Blair's political work ends and his commercial endeavours begin.
Informative,Some environmental groups questioned why it took several hours to position containment booms around the leak and beaches in the spill zone.
Informative,Some even sprinkled the wheels of their cars with holy water and cruised around town to ward off witches.
Informative,"Some evidence indicates they have spent at least some of the past 14 years in Mexico, a country that has shown itself as a haven for hiding American kids."
Informative,"Some, for instance, apply to gain proof that they were unjustly imprisoned by East German authorities, which may help them clear criminal records that prevent them from getting jobs or help them claim compensation for being persecuted."
Informative,"Some hope to break a record, but most just want to say they finished all 26.2 miles."
Informative,"Some lawmakers questioned why Quinn chose to keep Adams in his administration, given her connection to Blagojevich, who faces federal corruption charges."
Informative,Some manufacturers are starting to rehire previously dismissed employees.
Uninformative,Some of the 215 detainees are expected to be released.
Informative,"""Some of the folks who I have known probably would say: Because this is a short appointment, don't let too many days go by before you contribute what we know you can contribute,"" Kirk said."
Informative,"Some of the hundreds of gallons of bunker fuel oil spilled Friday in San Francisco Bay have started washing onto shore, polluting area beaches and killing dozens of birds."
Informative,"Some of the men placed her on one of the two red cement benches set alongside the main brick building of the school and said they were going to have sex anyway, according to the accounts."
Informative,"""Some of the problem of erosion is created by our people, by our attitude to waste disposal,"" he said."
Informative,"""Some of us know a few guys who were there, and we're out looking for them,"" Pelayo added, the others nodding."
Informative,"""Some people said they felt a vibration (before it collapsed). (The owners) said they had a party not that long ago with just as many people, so it was a bit of a surprise."""
Informative,"Some pirates suggested trading the couple, both in their 50s, for jailed comrades, residents said."
Informative,Some retail analysts say Wal-Mart's new approach is an effort to appeal to more upscale consumers and undermine cheap chic rival Target.
Informative,Some said his constant traveling had left the city without a captain - a big problem as the city copes with its worst financial outlook since the Great Depression.
Uninformative,"""Sometimes he would just go off if he didn't have his way."""
Informative,"""Sometimes, I'm scared,"" said Megi, an 8-year-old friend of Alfan's who makes a similar trip to another village."
Informative,"Sometimes, when his older brother is running late, Alfan leaves school without him, knowing his brother will catch a ride with someone."
Informative,"Sonora, like much of Mexico, has been hit by a wave of killings tied to drug-trafficking gangs."
Informative,"""So people are making efforts on their own but the situation is such that individuals cannot handle alone."""
Informative,Sources close to Mr Blair insisted the talks did not break down over the issue of money but would not explain why they failed.
Informative,"South Korea, Asia's fourth-largest oil buyer, imported 74.3 million barrels of crude oil in October, 5 percent lower than a year earlier, today's statement from the Korean ministry said."
Informative,"South Korea's exports fell less than economists estimated in October, adding to signs that trade may start to rebound from the slump triggered by the global financial crisis."
Uninformative,So we chatted to some of the characters at local haunted houses.
Informative,Sowell had become the subject of a major manhunt after the gruesome discovery of half a dozen corpses at his house in a poor neighbourhood that has struggled with crime and drug problems.
Uninformative,"Sowell, however, was not at home."
Informative,"Sowell initially denied he was the man authorities were looking for but admitted his identity as officers began fingerprinting him, Stacho said."
Informative,"Sowell was convicted for a 1989 rape for which he was imprisoned from 1990 to 2005, Stacho said."
Informative,"Sowell, who spent 15 years in prison for a rape committed in 1989, was known as a local ""scrapper"" who would earn money by harvesting metal from rubbish and skips."
Informative,"Speaking at a joint press conference with Israeli Prime Minister Benjamin Netanyahu on Saturday, Clinton said Israel is putting significant limits on settlement activity."
Informative,"Speaking on BBC Radio 4's Today programme yesterday, Nutt was also fiercely critical of Gordon Brown's role in shaping drugs policy."
Informative,"Spending on construction projects probably fell 0.2 percent in September after a 0.8 percent gain the previous month, according to the survey median ahead of a Commerce Department report on Nov. 2."
Informative,"Spokesman Robert Wood says the two will meet with members of the government as well as the opposition, including Aung San Suu Kyi."
Informative,Stacho said a tipster told officers of Sowell's whereabouts and police arrested him Saturday afternoon as he walked on a street near the 4th District Police Headquarters.
Informative,"Stacho said Sowell makes his living as a ""scrapper."""
Informative,"Staff Sgt. Juan Arreola has mourned the way Marines do, stone-faced with crisply folded flags and a sad bugle cry."
Informative,"Standing on the sideline without pads, Allen watched Notre Dame get their most convincing win since routing Nevada 35-0 in the season opener."
Informative,"Starter Drew Hubel threw three interceptions for the Vikings (2-7, 1-5) and finished 7 of 23 for 98 yards."
Informative,"Starting on that day in 2003 when he purchased 14 cars at his first auction, O'Quinn became a towering figure in the world of automotive collecting."
Informative,State officials and advocates warn that it is far too early to draw firm conclusions about how the federal proposals would affect Massachusetts.
Informative,State officials say that could increase the costs of subsidized insurance significantly.
Informative,"State regulators suspended fishing and shellfish harvesting in parts of the bay, and officials asked people to avoid some beaches while mop-up efforts continue today."
Informative,"Statistically, the risk of death is less than 1 percent for every 100,000 runners, reports CBS News correspondent Kimberly Dozier."
Informative,"""Staying out of trouble can have a dramatic effect on your life, and give your family some stress relief,"" she wrote."
